0. predicted: cord, actual: cord
1859. predicted: cord, actual: product
1860. predicted: cord, actual: product
1861. predicted: text, actual: product
1862. predicted: cord, actual: product
1863. predicted: product, actual: product
1864. predicted: cord, actual: product
1865. predicted: text, actual: product
1866. predicted: phone, actual: product
1867. predicted: cord, actual: product
1868. predicted: formation, actual: product
1869. predicted: formation, actual: product
1870. predicted: text, actual: product
1871. predicted: formation, actual: product
1872. predicted: cord, actual: product
1873. predicted: formation, actual: product
1874. predicted: cord, actual: product
1875. predicted: formation, actual: product
1876. predicted: formation, actual: product
1877. predicted: formation, actual: product
1878. predicted: formation, actual: product
1879. predicted: formation, actual: product
1880. predicted: formation, actual: product
1881. predicted: text, actual: product
1882. predicted: formation, actual: product
1883. predicted: cord, actual: product
1884. predicted: text, actual: product
1885. predicted: cord, actual: product
1886. predicted: formation, actual: product
1887. predicted: formation, actual: product
1888. predicted: text, actual: product
1889. predicted: formation, actual: product
1890. predicted: formation, actual: product
1891. predicted: text, actual: product
1892. predicted: cord, actual: product
1893. predicted: cord, actual: product
1894. predicted: formation, actual: product
1895. predicted: formation, actual: product
1896. predicted: formation, actual: product
1897. predicted: cord, actual: product
1898. predicted: cord, actual: product
1899. predicted: cord, actual: product
1900. predicted: text, actual: product
0.27774855339295107
1901. predicted: formation, actual: product
1902. predicted: formation, actual: product
1903. predicted: cord, actual: product
1904. predicted: cord, actual: product
1905. predicted: cord, actual: product
1906. predicted: text, actual: product
1907. predicted: cord, actual: product
1908. predicted: formation, actual: product
1909. predicted: formation, actual: product
1910. predicted: text, actual: product
1911. predicted: cord, actual: product
1912. predicted: cord, actual: product
1913. predicted: cord, actual: product
1914. predicted: formation, actual: product
1915. predicted: text, actual: product
1916. predicted: formation, actual: product
1917. predicted: cord, actual: product
1918. predicted: formation, actual: product
1919. predicted: formation, actual: product
1920. predicted: formation, actual: product
1921. predicted: product, actual: product
1922. predicted: formation, actual: product
1923. predicted: text, actual: product
1924. predicted: formation, actual: product
1925. predicted: formation, actual: product
1926. predicted: formation, actual: product
1927. predicted: cord, actual: product
1928. predicted: cord, actual: product
1929. predicted: formation, actual: product
1930. predicted: product, actual: product
1931. predicted: formation, actual: product
1932. predicted: text, actual: product
1933. predicted: formation, actual: product
1934. predicted: formation, actual: product
1935. predicted: formation, actual: product
1936. predicted: formation, actual: product
1937. predicted: cord, actual: product
1938. predicted: formation, actual: product
1939. predicted: formation, actual: product
1940. predicted: cord, actual: product
1941. predicted: text, actual: product
1942. predicted: division, actual: product
1943. predicted: cord, actual: product
1944. predicted: cord, actual: product
1945. predicted: cord, actual: product
1946. predicted: formation, actual: product
1947. predicted: cord, actual: product
1948. predicted: formation, actual: product
1949. predicted: cord, actual: product
1950. predicted: formation, actual: product
1951. predicted: formation, actual: product
1952. predicted: cord, actual: product
1953. predicted: text, actual: product
1954. predicted: text, actual: product
1955. predicted: text, actual: product
1956. predicted: cord, actual: product
1957. predicted: formation, actual: product
1958. predicted: formation, actual: product
1959. predicted: cord, actual: product
1960. predicted: cord, actual: product
1961. predicted: cord, actual: product
1962. predicted: cord, actual: product
1963. predicted: formation, actual: product
1964. predicted: cord, actual: product
1965. predicted: product, actual: product
1966. predicted: formation, actual: product
1967. predicted: cord, actual: product
1968. predicted: cord, actual: product
1969. predicted: formation, actual: product
1970. predicted: cord, actual: product
1971. predicted: cord, actual: product
1972. predicted: formation, actual: product
1973. predicted: formation, actual: product
1974. predicted: cord, actual: product
1975. predicted: cord, actual: product
1976. predicted: text, actual: product
1977. predicted: formation, actual: product
1978. predicted: cord, actual: product
1979. predicted: text, actual: product
1980. predicted: formation, actual: product
1981. predicted: text, actual: product
1982. predicted: text, actual: product
1983. predicted: cord, actual: product
1984. predicted: cord, actual: product
1985. predicted: cord, actual: product
1986. predicted: cord, actual: product
1987. predicted: formation, actual: product
1988. predicted: cord, actual: product
1989. predicted: cord, actual: product
1990. predicted: cord, actual: product
1991. predicted: formation, actual: product
1992. predicted: phone, actual: product
1993. predicted: text, actual: product
1994. predicted: text, actual: product
1995. predicted: text, actual: product
1996. predicted: formation, actual: product
1997. predicted: cord, actual: product
1998. predicted: formation, actual: product
1999. predicted: cord, actual: product
2000. predicted: cord, actual: product
0.2653673163418291
2001. predicted: cord, actual: product
2002. predicted: cord, actual: product
2003. predicted: cord, actual: product
2004. predicted: text, actual: product
2005. predicted: cord, actual: product
2006. predicted: cord, actual: product
2007. predicted: cord, actual: product
2008. predicted: cord, actual: product
2009. predicted: formation, actual: product
2010. predicted: cord, actual: product
2011. predicted: cord, actual: product
2012. predicted: formation, actual: product
2013. predicted: cord, actual: product
2014. predicted: cord, actual: product
2015. predicted: text, actual: product
2016. predicted: formation, actual: product
2017. predicted: cord, actual: product
2018. predicted: formation, actual: product
2019. predicted: cord, actual: product
2020. predicted: cord, actual: product
2021. predicted: formation, actual: product
2022. predicted: cord, actual: product
2023. predicted: cord, actual: product
2024. predicted: formation, actual: product
2025. predicted: formation, actual: product
2026. predicted: text, actual: product
2027. predicted: formation, actual: product
2028. predicted: text, actual: product
2029. predicted: text, actual: product
2030. predicted: formation, actual: product
2031. predicted: cord, actual: product
2032. predicted: formation, actual: product
2033. predicted: formation, actual: product
2034. predicted: formation, actual: product
2035. predicted: formation, actual: product
2036. predicted: cord, actual: product
2037. predicted: cord, actual: product
2038. predicted: text, actual: product
2039. predicted: cord, actual: product
2040. predicted: text, actual: product
2041. predicted: cord, actual: product
2042. predicted: text, actual: product
2043. predicted: formation, actual: product
2044. predicted: text, actual: product
2045. predicted: cord, actual: product
2046. predicted: formation, actual: product
2047. predicted: cord, actual: product
2048. predicted: formation, actual: product
2049. predicted: cord, actual: product
2050. predicted: cord, actual: product
2051. predicted: formation, actual: product
2052. predicted: cord, actual: product
2053. predicted: cord, actual: product
2054. predicted: formation, actual: product
2055. predicted: cord, actual: product
2056. predicted: formation, actual: product
2057. predicted: cord, actual: product
2058. predicted: cord, actual: product
2059. predicted: cord, actual: product
2060. predicted: text, actual: product
2061. predicted: cord, actual: product
2062. predicted: cord, actual: product
2063. predicted: cord, actual: product
2064. predicted: formation, actual: product
2065. predicted: formation, actual: product
2066. predicted: formation, actual: product
2067. predicted: cord, actual: product
2068. predicted: cord, actual: product
2069. predicted: cord, actual: product
2070. predicted: cord, actual: product
2071. predicted: cord, actual: product
2072. predicted: cord, actual: product
2073. predicted: cord, actual: product
2074. predicted: cord, actual: product
2075. predicted: formation, actual: product
2076. predicted: text, actual: product
2077. predicted: formation, actual: product
2078. predicted: cord, actual: product
2079. predicted: cord, actual: product
2080. predicted: formation, actual: product
2081. predicted: cord, actual: product
2082. predicted: formation, actual: product
2083. predicted: formation, actual: product
2084. predicted: cord, actual: product
2085. predicted: cord, actual: product
2086. predicted: formation, actual: product
2087. predicted: cord, actual: product
2088. predicted: cord, actual: product
2089. predicted: formation, actual: product
2090. predicted: formation, actual: product
2091. predicted: cord, actual: product
2092. predicted: cord, actual: product
2093. predicted: cord, actual: product
2094. predicted: formation, actual: product
2095. predicted: phone, actual: product
2096. predicted: formation, actual: product
2097. predicted: formation, actual: product
2098. predicted: cord, actual: product
2099. predicted: cord, actual: product
2100. predicted: text, actual: product
0.2527367920038077
2101. predicted: product, actual: product
2102. predicted: cord, actual: product
2103. predicted: cord, actual: product
2104. predicted: cord, actual: product
2105. predicted: formation, actual: product
2106. predicted: formation, actual: product
2107. predicted: formation, actual: product
2108. predicted: formation, actual: product
2109. predicted: formation, actual: product
2110. predicted: formation, actual: product
2111. predicted: cord, actual: product
2112. predicted: cord, actual: product
2113. predicted: cord, actual: product
2114. predicted: cord, actual: product
2115. predicted: cord, actual: product
2116. predicted: cord, actual: product
2117. predicted: text, actual: product
2118. predicted: text, actual: product
2119. predicted: cord, actual: product
2120. predicted: formation, actual: product
2121. predicted: formation, actual: product
2122. predicted: text, actual: product
2123. predicted: cord, actual: product
2124. predicted: formation, actual: product
2125. predicted: formation, actual: product
2126. predicted: formation, actual: product
2127. predicted: formation, actual: product
2128. predicted: formation, actual: product
2129. predicted: cord, actual: product
2130. predicted: cord, actual: product
2131. predicted: product, actual: product
2132. predicted: formation, actual: product
2133. predicted: text, actual: product
2134. predicted: cord, actual: product
2135. predicted: cord, actual: product
2136. predicted: formation, actual: product
2137. predicted: formation, actual: product
2138. predicted: text, actual: product
2139. predicted: cord, actual: product
2140. predicted: cord, actual: product
2141. predicted: formation, actual: product
2142. predicted: formation, actual: product
2143. predicted: cord, actual: product
2144. predicted: cord, actual: product
2145. predicted: cord, actual: product
2146. predicted: cord, actual: product
2147. predicted: cord, actual: product
2148. predicted: cord, actual: product
2149. predicted: product, actual: product
2150. predicted: formation, actual: product
2151. predicted: cord, actual: product
2152. predicted: phone, actual: product
2153. predicted: formation, actual: product
2154. predicted: formation, actual: product
2155. predicted: cord, actual: product
2156. predicted: formation, actual: product
2157. predicted: formation, actual: product
2158. predicted: cord, actual: product
2159. predicted: formation, actual: product
2160. predicted: formation, actual: product
2161. predicted: cord, actual: product
2162. predicted: formation, actual: product
2163. predicted: cord, actual: product
2164. predicted: cord, actual: product
2165. predicted: text, actual: product
2166. predicted: cord, actual: product
2167. predicted: formation, actual: product
2168. predicted: formation, actual: product
2169. predicted: text, actual: product
2170. predicted: formation, actual: product
2171. predicted: cord, actual: product
2172. predicted: formation, actual: product
2173. predicted: formation, actual: product
2174. predicted: formation, actual: product
2175. predicted: formation, actual: product
2176. predicted: formation, actual: product
2177. predicted: formation, actual: product
2178. predicted: text, actual: product
2179. predicted: cord, actual: product
2180. predicted: formation, actual: product
2181. predicted: cord, actual: product
2182. predicted: cord, actual: product
2183. predicted: formation, actual: product
2184. predicted: cord, actual: product
2185. predicted: formation, actual: product
2186. predicted: cord, actual: product
2187. predicted: cord, actual: product
2188. predicted: cord, actual: product
2189. predicted: cord, actual: product
2190. predicted: formation, actual: product
2191. predicted: product, actual: product
2192. predicted: product, actual: product
2193. predicted: cord, actual: product
2194. predicted: formation, actual: product
2195. predicted: cord, actual: product
2196. predicted: product, actual: product
2197. predicted: cord, actual: product
2198. predicted: cord, actual: product
2199. predicted: formation, actual: product
2200. predicted: formation, actual: product
0.24398000908677875
2201. predicted: cord, actual: product
2202. predicted: cord, actual: product
2203. predicted: cord, actual: product
2204. predicted: formation, actual: product
2205. predicted: cord, actual: product
2206. predicted: formation, actual: product
2207. predicted: formation, actual: product
2208. predicted: formation, actual: product
2209. predicted: formation, actual: product
2210. predicted: cord, actual: product
2211. predicted: formation, actual: product
2212. predicted: formation, actual: product
2213. predicted: cord, actual: product
2214. predicted: cord, actual: product
2215. predicted: cord, actual: product
2216. predicted: text, actual: product
2217. predicted: formation, actual: product
2218. predicted: cord, actual: product
2219. predicted: cord, actual: product
2220. predicted: formation, actual: product
2221. predicted: formation, actual: product
2222. predicted: formation, actual: product
2223. predicted: formation, actual: product
2224. predicted: formation, actual: product
2225. predicted: formation, actual: product
2226. predicted: cord, actual: product
2227. predicted: text, actual: product
2228. predicted: cord, actual: product
2229. predicted: cord, actual: product
2230. predicted: cord, actual: product
2231. predicted: cord, actual: product
2232. predicted: text, actual: product
2233. predicted: cord, actual: product
2234. predicted: formation, actual: product
2235. predicted: text, actual: product
2236. predicted: formation, actual: product
2237. predicted: cord, actual: product
2238. predicted: cord, actual: product
2239. predicted: formation, actual: product
2240. predicted: cord, actual: product
2241. predicted: cord, actual: product
2242. predicted: cord, actual: product
2243. predicted: cord, actual: product
2244. predicted: formation, actual: product
2245. predicted: formation, actual: product
2246. predicted: cord, actual: product
2247. predicted: formation, actual: product
2248. predicted: cord, actual: product
2249. predicted: cord, actual: product
2250. predicted: cord, actual: product
2251. predicted: formation, actual: product
2252. predicted: formation, actual: product
2253. predicted: cord, actual: product
2254. predicted: cord, actual: product
2255. predicted: formation, actual: product
2256. predicted: cord, actual: product
2257. predicted: cord, actual: product
2258. predicted: formation, actual: product
2259. predicted: formation, actual: product
2260. predicted: cord, actual: product
2261. predicted: formation, actual: product
2262. predicted: formation, actual: product
2263. predicted: cord, actual: product
2264. predicted: product, actual: product
2265. predicted: formation, actual: product
2266. predicted: cord, actual: product
2267. predicted: cord, actual: product
2268. predicted: formation, actual: product
2269. predicted: cord, actual: product
2270. predicted: cord, actual: product
2271. predicted: cord, actual: product
2272. predicted: text, actual: product
2273. predicted: formation, actual: product
2274. predicted: text, actual: product
2275. predicted: text, actual: product
2276. predicted: formation, actual: product
2277. predicted: formation, actual: product
2278. predicted: cord, actual: product
2279. predicted: cord, actual: product
2280. predicted: formation, actual: product
2281. predicted: cord, actual: product
2282. predicted: formation, actual: product
2283. predicted: product, actual: product
2284. predicted: cord, actual: product
2285. predicted: cord, actual: product
2286. predicted: phone, actual: product
2287. predicted: cord, actual: product
2288. predicted: cord, actual: product
2289. predicted: formation, actual: product
2290. predicted: formation, actual: product
2291. predicted: cord, actual: product
2292. predicted: text, actual: product
2293. predicted: text, actual: product
2294. predicted: formation, actual: product
2295. predicted: cord, actual: product
2296. predicted: formation, actual: product
2297. predicted: formation, actual: product
2298. predicted: formation, actual: product
2299. predicted: cord, actual: product
2300. predicted: cord, actual: product
0.23424598000869187
2301. predicted: cord, actual: product
2302. predicted: cord, actual: product
2303. predicted: cord, actual: product
2304. predicted: text, actual: product
2305. predicted: formation, actual: product
2306. predicted: product, actual: product
2307. predicted: text, actual: product
2308. predicted: product, actual: product
2309. predicted: formation, actual: product
2310. predicted: formation, actual: product
2311. predicted: cord, actual: product
2312. predicted: cord, actual: product
2313. predicted: cord, actual: product
2314. predicted: formation, actual: product
2315. predicted: cord, actual: product
2316. predicted: formation, actual: product
2317. predicted: product, actual: product
2318. predicted: formation, actual: product
2319. predicted: cord, actual: product
2320. predicted: cord, actual: product
2321. predicted: cord, actual: product
2322. predicted: cord, actual: product
2323. predicted: cord, actual: product
2324. predicted: cord, actual: product
2325. predicted: cord, actual: product
2326. predicted: cord, actual: product
2327. predicted: cord, actual: product
2328. predicted: cord, actual: product
2329. predicted: cord, actual: product
2330. predicted: text, actual: product
2331. predicted: formation, actual: product
2332. predicted: cord, actual: product
2333. predicted: text, actual: product
2334. predicted: formation, actual: product
2335. predicted: text, actual: product
2336. predicted: formation, actual: product
2337. predicted: cord, actual: product
2338. predicted: text, actual: product
2339. predicted: formation, actual: product
2340. predicted: cord, actual: product
2341. predicted: cord, actual: product
2342. predicted: cord, actual: product
2343. predicted: cord, actual: product
2344. predicted: cord, actual: product
2345. predicted: formation, actual: product
2346. predicted: formation, actual: product
2347. predicted: cord, actual: product
2348. predicted: cord, actual: product
2349. predicted: cord, actual: product
2350. predicted: cord, actual: product
2351. predicted: cord, actual: product
2352. predicted: formation, actual: product
2353. predicted: cord, actual: product
2354. predicted: phone, actual: product
2355. predicted: cord, actual: product
2356. predicted: formation, actual: product
2357. predicted: formation, actual: product
2358. predicted: text, actual: product
2359. predicted: cord, actual: product
2360. predicted: formation, actual: product
2361. predicted: cord, actual: product
2362. predicted: cord, actual: product
2363. predicted: formation, actual: product
2364. predicted: text, actual: product
2365. predicted: formation, actual: product
2366. predicted: formation, actual: product
2367. predicted: cord, actual: product
2368. predicted: cord, actual: product
2369. predicted: formation, actual: product
2370. predicted: formation, actual: product
2371. predicted: formation, actual: product
2372. predicted: formation, actual: product
2373. predicted: formation, actual: product
2374. predicted: cord, actual: product
2375. predicted: formation, actual: product
2376. predicted: text, actual: product
2377. predicted: cord, actual: product
2378. predicted: cord, actual: product
2379. predicted: cord, actual: product
2380. predicted: product, actual: product
2381. predicted: text, actual: product
2382. predicted: product, actual: product
2383. predicted: cord, actual: product
2384. predicted: cord, actual: product
2385. predicted: formation, actual: product
2386. predicted: formation, actual: product
2387. predicted: cord, actual: product
2388. predicted: cord, actual: product
2389. predicted: formation, actual: product
2390. predicted: formation, actual: product
2391. predicted: formation, actual: product
2392. predicted: formation, actual: product
2393. predicted: cord, actual: product
2394. predicted: cord, actual: product
2395. predicted: formation, actual: product
2396. predicted: cord, actual: product
2397. predicted: cord, actual: product
2398. predicted: formation, actual: product
2399. predicted: formation, actual: product
2400. predicted: text, actual: product
0.22657226155768428
2401. predicted: cord, actual: product
2402. predicted: cord, actual: product
2403. predicted: text, actual: product
2404. predicted: formation, actual: product
2405. predicted: cord, actual: product
2406. predicted: formation, actual: product
2407. predicted: cord, actual: product
2408. predicted: formation, actual: product
2409. predicted: cord, actual: product
2410. predicted: text, actual: product
2411. predicted: formation, actual: product
2412. predicted: text, actual: product
2413. predicted: cord, actual: product
2414. predicted: cord, actual: product
2415. predicted: cord, actual: product
2416. predicted: formation, actual: product
2417. predicted: formation, actual: product
2418. predicted: formation, actual: product
2419. predicted: cord, actual: product
2420. predicted: formation, actual: product
2421. predicted: formation, actual: product
2422. predicted: text, actual: product
2423. predicted: formation, actual: product
2424. predicted: cord, actual: product
2425. predicted: cord, actual: product
2426. predicted: cord, actual: product
2427. predicted: cord, actual: product
2428. predicted: text, actual: product
2429. predicted: cord, actual: product
2430. predicted: formation, actual: product
2431. predicted: text, actual: product
2432. predicted: formation, actual: product
2433. predicted: formation, actual: product
2434. predicted: cord, actual: product
2435. predicted: formation, actual: product
2436. predicted: cord, actual: product
2437. predicted: cord, actual: product
2438. predicted: cord, actual: product
2439. predicted: formation, actual: product
2440. predicted: cord, actual: product
2441. predicted: cord, actual: product
2442. predicted: cord, actual: product
2443. predicted: cord, actual: product
2444. predicted: cord, actual: product
2445. predicted: formation, actual: product
2446. predicted: text, actual: product
2447. predicted: text, actual: product
2448. predicted: cord, actual: product
2449. predicted: text, actual: product
2450. predicted: formation, actual: product
2451. predicted: formation, actual: product
2452. predicted: cord, actual: product
2453. predicted: cord, actual: product
2454. predicted: formation, actual: product
2455. predicted: formation, actual: product
2456. predicted: text, actual: product
2457. predicted: formation, actual: product
2458. predicted: cord, actual: product
2459. predicted: formation, actual: product
2460. predicted: text, actual: product
2461. predicted: cord, actual: product
2462. predicted: cord, actual: product
2463. predicted: formation, actual: product
2464. predicted: formation, actual: product
2465. predicted: formation, actual: product
2466. predicted: cord, actual: product
2467. predicted: product, actual: product
2468. predicted: formation, actual: product
2469. predicted: formation, actual: product
2470. predicted: text, actual: product
2471. predicted: formation, actual: product
2472. predicted: cord, actual: product
2473. predicted: cord, actual: product
2474. predicted: formation, actual: product
2475. predicted: cord, actual: product
2476. predicted: cord, actual: product
2477. predicted: formation, actual: product
2478. predicted: cord, actual: product
2479. predicted: formation, actual: product
2480. predicted: text, actual: product
2481. predicted: formation, actual: product
2482. predicted: cord, actual: product
2483. predicted: formation, actual: product
2484. predicted: cord, actual: product
2485. predicted: text, actual: product
2486. predicted: cord, actual: product
2487. predicted: formation, actual: product
2488. predicted: formation, actual: product
2489. predicted: cord, actual: product
2490. predicted: formation, actual: product
2491. predicted: formation, actual: product
2492. predicted: formation, actual: product
2493. predicted: formation, actual: product
2494. predicted: cord, actual: product
2495. predicted: cord, actual: product
2496. predicted: cord, actual: product
2497. predicted: cord, actual: product
2498. predicted: text, actual: product
2499. predicted: cord, actual: product
2500. predicted: cord, actual: product
0.2179128348660536
2501. predicted: formation, actual: product
2502. predicted: text, actual: product
2503. predicted: cord, actual: product
2504. predicted: formation, actual: product
2505. predicted: text, actual: product
2506. predicted: text, actual: product
2507. predicted: formation, actual: product
2508. predicted: formation, actual: product
2509. predicted: formation, actual: product
2510. predicted: product, actual: product
2511. predicted: cord, actual: product
2512. predicted: formation, actual: product
2513. predicted: text, actual: product
2514. predicted: text, actual: product
2515. predicted: text, actual: product
2516. predicted: cord, actual: product
2517. predicted: cord, actual: product
2518. predicted: formation, actual: product
2519. predicted: cord, actual: product
2520. predicted: cord, actual: product
2521. predicted: text, actual: product
2522. predicted: text, actual: product
2523. predicted: text, actual: product
2524. predicted: formation, actual: product
2525. predicted: cord, actual: product
2526. predicted: formation, actual: product
2527. predicted: formation, actual: product
2528. predicted: formation, actual: product
2529. predicted: text, actual: product
2530. predicted: cord, actual: product
2531. predicted: formation, actual: product
2532. predicted: formation, actual: product
2533. predicted: formation, actual: product
2534. predicted: formation, actual: product
2535. predicted: text, actual: product
2536. predicted: cord, actual: product
2537. predicted: cord, actual: product
2538. predicted: formation, actual: product
2539. predicted: cord, actual: product
2540. predicted: formation, actual: product
2541. predicted: formation, actual: product
2542. predicted: cord, actual: product
2543. predicted: formation, actual: product
2544. predicted: cord, actual: product
2545. predicted: cord, actual: product
2546. predicted: cord, actual: product
2547. predicted: cord, actual: product
2548. predicted: cord, actual: product
2549. predicted: cord, actual: product
2550. predicted: cord, actual: product
2551. predicted: cord, actual: product
2552. predicted: formation, actual: product
2553. predicted: cord, actual: product
2554. predicted: cord, actual: product
2555. predicted: cord, actual: product
2556. predicted: cord, actual: product
2557. predicted: cord, actual: product
2558. predicted: text, actual: product
2559. predicted: formation, actual: product
2560. predicted: formation, actual: product
2561. predicted: cord, actual: product
2562. predicted: cord, actual: product
2563. predicted: formation, actual: product
2564. predicted: formation, actual: product
2565. predicted: formation, actual: product
2566. predicted: text, actual: product
2567. predicted: formation, actual: product
2568. predicted: cord, actual: product
2569. predicted: cord, actual: product
2570. predicted: cord, actual: product
2571. predicted: cord, actual: product
2572. predicted: cord, actual: product
2573. predicted: cord, actual: product
2574. predicted: product, actual: product
2575. predicted: cord, actual: product
2576. predicted: formation, actual: product
2577. predicted: formation, actual: product
2578. predicted: formation, actual: product
2579. predicted: product, actual: product
2580. predicted: cord, actual: product
2581. predicted: cord, actual: product
2582. predicted: cord, actual: product
2583. predicted: formation, actual: product
2584. predicted: formation, actual: product
2585. predicted: cord, actual: product
2586. predicted: cord, actual: product
2587. predicted: formation, actual: product
2588. predicted: cord, actual: product
2589. predicted: formation, actual: product
2590. predicted: cord, actual: product
2591. predicted: cord, actual: product
2592. predicted: cord, actual: product
2593. predicted: cord, actual: product
2594. predicted: text, actual: product
2595. predicted: text, actual: product
2596. predicted: formation, actual: product
2597. predicted: formation, actual: product
2598. predicted: formation, actual: product
2599. predicted: cord, actual: product
2600. predicted: cord, actual: product
0.2106881968473664
2601. predicted: text, actual: product
2602. predicted: formation, actual: product
2603. predicted: formation, actual: product
2604. predicted: cord, actual: product
2605. predicted: formation, actual: product
2606. predicted: product, actual: product
2607. predicted: cord, actual: product
2608. predicted: cord, actual: product
2609. predicted: cord, actual: product
2610. predicted: cord, actual: product
2611. predicted: cord, actual: product
2612. predicted: product, actual: product
2613. predicted: cord, actual: product
2614. predicted: formation, actual: product
2615. predicted: cord, actual: product
2616. predicted: cord, actual: product
2617. predicted: text, actual: product
2618. predicted: cord, actual: product
2619. predicted: cord, actual: product
2620. predicted: cord, actual: product
2621. predicted: cord, actual: product
2622. predicted: cord, actual: product
2623. predicted: text, actual: product
2624. predicted: cord, actual: product
2625. predicted: formation, actual: product
2626. predicted: cord, actual: product
2627. predicted: cord, actual: product
2628. predicted: formation, actual: product
2629. predicted: formation, actual: product
2630. predicted: formation, actual: product
2631. predicted: cord, actual: product
2632. predicted: formation, actual: product
2633. predicted: formation, actual: product
2634. predicted: formation, actual: product
2635. predicted: formation, actual: product
2636. predicted: cord, actual: product
2637. predicted: cord, actual: product
2638. predicted: cord, actual: product
2639. predicted: cord, actual: product
2640. predicted: formation, actual: product
2641. predicted: formation, actual: product
2642. predicted: formation, actual: product
2643. predicted: cord, actual: product
2644. predicted: cord, actual: product
2645. predicted: formation, actual: product
2646. predicted: cord, actual: product
2647. predicted: cord, actual: product
2648. predicted: formation, actual: product
2649. predicted: cord, actual: product
2650. predicted: cord, actual: product
2651. predicted: formation, actual: product
2652. predicted: cord, actual: product
2653. predicted: cord, actual: product
2654. predicted: cord, actual: product
2655. predicted: formation, actual: product
2656. predicted: formation, actual: product
2657. predicted: product, actual: product
2658. predicted: cord, actual: product
2659. predicted: phone, actual: product
2660. predicted: cord, actual: product
2661. predicted: formation, actual: product
2662. predicted: formation, actual: product
2663. predicted: cord, actual: product
2664. predicted: formation, actual: product
2665. predicted: cord, actual: product
2666. predicted: cord, actual: product
2667. predicted: cord, actual: product
2668. predicted: division, actual: product
2669. predicted: formation, actual: product
2670. predicted: formation, actual: product
2671. predicted: cord, actual: product
2672. predicted: formation, actual: product
2673. predicted: cord, actual: product
2674. predicted: cord, actual: product
2675. predicted: cord, actual: product
2676. predicted: formation, actual: product
2677. predicted: formation, actual: product
2678. predicted: cord, actual: product
2679. predicted: formation, actual: product
2680. predicted: formation, actual: product
2681. predicted: formation, actual: product
2682. predicted: formation, actual: product
2683. predicted: cord, actual: product
2684. predicted: text, actual: product
2685. predicted: formation, actual: product
2686. predicted: text, actual: product
2687. predicted: text, actual: product
2688. predicted: cord, actual: product
2689. predicted: formation, actual: product
2690. predicted: cord, actual: product
2691. predicted: cord, actual: product
2692. predicted: formation, actual: product
2693. predicted: cord, actual: product
2694. predicted: text, actual: product
2695. predicted: formation, actual: product
2696. predicted: formation, actual: product
2697. predicted: text, actual: product
2698. predicted: text, actual: product
2699. predicted: formation, actual: product
2700. predicted: formation, actual: product
0.20399851906701222
2701. predicted: cord, actual: product
2702. predicted: cord, actual: product
2703. predicted: text, actual: product
2704. predicted: cord, actual: product
2705. predicted: cord, actual: product
2706. predicted: text, actual: product
2707. predicted: formation, actual: product
2708. predicted: cord, actual: product
2709. predicted: formation, actual: product
2710. predicted: cord, actual: product
2711. predicted: cord, actual: product
2712. predicted: cord, actual: product
2713. predicted: formation, actual: product
2714. predicted: cord, actual: product
2715. predicted: formation, actual: product
2716. predicted: formation, actual: product
2717. predicted: cord, actual: product
2718. predicted: formation, actual: product
2719. predicted: formation, actual: product
2720. predicted: product, actual: product
2721. predicted: cord, actual: product
2722. predicted: formation, actual: product
2723. predicted: cord, actual: product
2724. predicted: text, actual: product
2725. predicted: text, actual: product
2726. predicted: text, actual: product
2727. predicted: formation, actual: product
2728. predicted: formation, actual: product
2729. predicted: cord, actual: product
2730. predicted: formation, actual: product
2731. predicted: formation, actual: product
2732. predicted: text, actual: product
2733. predicted: cord, actual: product
2734. predicted: cord, actual: product
2735. predicted: text, actual: product
2736. predicted: cord, actual: product
2737. predicted: cord, actual: product
2738. predicted: text, actual: product
2739. predicted: cord, actual: product
2740. predicted: text, actual: product
2741. predicted: cord, actual: product
2742. predicted: formation, actual: product
2743. predicted: formation, actual: product
2744. predicted: formation, actual: product
2745. predicted: formation, actual: product
2746. predicted: cord, actual: product
2747. predicted: cord, actual: product
2748. predicted: cord, actual: product
2749. predicted: cord, actual: product
2750. predicted: cord, actual: product
2751. predicted: text, actual: product
2752. predicted: formation, actual: product
2753. predicted: text, actual: product
2754. predicted: formation, actual: product
2755. predicted: formation, actual: product
2756. predicted: formation, actual: product
2757. predicted: cord, actual: product
2758. predicted: formation, actual: product
2759. predicted: formation, actual: product
2760. predicted: cord, actual: product
2761. predicted: formation, actual: product
2762. predicted: cord, actual: product
2763. predicted: cord, actual: product
2764. predicted: cord, actual: product
2765. predicted: formation, actual: product
2766. predicted: text, actual: product
2767. predicted: formation, actual: product
2768. predicted: formation, actual: product
2769. predicted: formation, actual: product
2770. predicted: formation, actual: product
2771. predicted: formation, actual: product
2772. predicted: cord, actual: product
2773. predicted: cord, actual: product
2774. predicted: text, actual: product
2775. predicted: cord, actual: product
2776. predicted: cord, actual: product
2777. predicted: formation, actual: product
2778. predicted: formation, actual: product
2779. predicted: formation, actual: product
2780. predicted: formation, actual: product
2781. predicted: text, actual: product
2782. predicted: text, actual: product
2783. predicted: text, actual: product
2784. predicted: cord, actual: product
2785. predicted: formation, actual: product
2786. predicted: cord, actual: product
2787. predicted: formation, actual: product
2788. predicted: formation, actual: product
2789. predicted: cord, actual: product
2790. predicted: formation, actual: product
2791. predicted: cord, actual: product
2792. predicted: formation, actual: product
2793. predicted: cord, actual: product
2794. predicted: formation, actual: product
