0. predicted: SERVE10, actual: SERVE10
2188. predicted: SERVE12, actual: SERVE12
2189. predicted: SERVE12, actual: SERVE12
2190. predicted: SERVE12, actual: SERVE12
2191. predicted: SERVE12, actual: SERVE12
2192. predicted: SERVE12, actual: SERVE12
2193. predicted: SERVE12, actual: SERVE12
2194. predicted: SERVE12, actual: SERVE12
2195. predicted: SERVE12, actual: SERVE12
2196. predicted: SERVE12, actual: SERVE12
2197. predicted: SERVE12, actual: SERVE12
2198. predicted: SERVE12, actual: SERVE12
2199. predicted: SERVE12, actual: SERVE12
2200. predicted: SERVE12, actual: SERVE12
0.5243071331213085
2201. predicted: SERVE12, actual: SERVE12
2202. predicted: SERVE12, actual: SERVE12
2203. predicted: SERVE12, actual: SERVE12
2204. predicted: SERVE12, actual: SERVE12
2205. predicted: SERVE12, actual: SERVE12
2206. predicted: SERVE12, actual: SERVE12
2207. predicted: SERVE12, actual: SERVE12
2208. predicted: SERVE12, actual: SERVE12
2209. predicted: SERVE12, actual: SERVE12
2210. predicted: SERVE12, actual: SERVE12
2211. predicted: SERVE12, actual: SERVE12
2212. predicted: SERVE12, actual: SERVE12
2213. predicted: SERVE12, actual: SERVE12
2214. predicted: SERVE12, actual: SERVE12
2215. predicted: SERVE12, actual: SERVE12
2216. predicted: SERVE12, actual: SERVE12
2217. predicted: SERVE12, actual: SERVE12
2218. predicted: SERVE12, actual: SERVE12
2219. predicted: SERVE12, actual: SERVE12
2220. predicted: SERVE12, actual: SERVE12
2221. predicted: SERVE12, actual: SERVE12
2222. predicted: SERVE12, actual: SERVE12
2223. predicted: SERVE12, actual: SERVE12
2224. predicted: SERVE10, actual: SERVE12
2225. predicted: SERVE12, actual: SERVE12
2226. predicted: SERVE12, actual: SERVE12
2227. predicted: SERVE12, actual: SERVE12
2228. predicted: SERVE10, actual: SERVE12
2229. predicted: SERVE12, actual: SERVE12
2230. predicted: SERVE12, actual: SERVE12
2231. predicted: SERVE12, actual: SERVE12
2232. predicted: SERVE12, actual: SERVE12
2233. predicted: SERVE10, actual: SERVE12
2234. predicted: SERVE12, actual: SERVE12
2235. predicted: SERVE12, actual: SERVE12
2236. predicted: SERVE12, actual: SERVE12
2237. predicted: SERVE12, actual: SERVE12
2238. predicted: SERVE12, actual: SERVE12
2239. predicted: SERVE12, actual: SERVE12
2240. predicted: SERVE12, actual: SERVE12
2241. predicted: SERVE12, actual: SERVE12
2242. predicted: SERVE12, actual: SERVE12
2243. predicted: SERVE12, actual: SERVE12
2244. predicted: SERVE12, actual: SERVE12
2245. predicted: SERVE12, actual: SERVE12
2246. predicted: SERVE12, actual: SERVE12
2247. predicted: SERVE10, actual: SERVE12
2248. predicted: SERVE12, actual: SERVE12
2249. predicted: SERVE12, actual: SERVE12
2250. predicted: SERVE12, actual: SERVE12
2251. predicted: SERVE12, actual: SERVE12
2252. predicted: SERVE10, actual: SERVE12
2253. predicted: SERVE12, actual: SERVE12
2254. predicted: SERVE12, actual: SERVE12
2255. predicted: SERVE12, actual: SERVE12
2256. predicted: SERVE12, actual: SERVE12
2257. predicted: SERVE12, actual: SERVE12
2258. predicted: SERVE12, actual: SERVE12
2259. predicted: SERVE12, actual: SERVE12
2260. predicted: SERVE12, actual: SERVE12
2261. predicted: SERVE12, actual: SERVE12
2262. predicted: SERVE12, actual: SERVE12
2263. predicted: SERVE12, actual: SERVE12
2264. predicted: SERVE12, actual: SERVE12
2265. predicted: SERVE12, actual: SERVE12
2266. predicted: SERVE12, actual: SERVE12
2267. predicted: SERVE12, actual: SERVE12
2268. predicted: SERVE12, actual: SERVE12
2269. predicted: SERVE12, actual: SERVE12
2270. predicted: SERVE12, actual: SERVE12
2271. predicted: SERVE12, actual: SERVE12
2272. predicted: SERVE12, actual: SERVE12
2273. predicted: SERVE12, actual: SERVE12
2274. predicted: SERVE12, actual: SERVE12
2275. predicted: SERVE12, actual: SERVE12
2276. predicted: SERVE12, actual: SERVE12
2277. predicted: SERVE12, actual: SERVE12
2278. predicted: SERVE12, actual: SERVE12
2279. predicted: SERVE12, actual: SERVE12
2280. predicted: SERVE12, actual: SERVE12
2281. predicted: SERVE12, actual: SERVE12
2282. predicted: SERVE12, actual: SERVE12
2283. predicted: SERVE12, actual: SERVE12
2284. predicted: SERVE12, actual: SERVE12
2285. predicted: SERVE12, actual: SERVE12
2286. predicted: SERVE12, actual: SERVE12
2287. predicted: SERVE12, actual: SERVE12
2288. predicted: SERVE12, actual: SERVE12
2289. predicted: SERVE12, actual: SERVE12
2290. predicted: SERVE12, actual: SERVE12
2291. predicted: SERVE12, actual: SERVE12
2292. predicted: SERVE12, actual: SERVE12
2293. predicted: SERVE12, actual: SERVE12
2294. predicted: SERVE12, actual: SERVE12
2295. predicted: SERVE12, actual: SERVE12
2296. predicted: SERVE12, actual: SERVE12
2297. predicted: SERVE12, actual: SERVE12
2298. predicted: SERVE12, actual: SERVE12
2299. predicted: SERVE12, actual: SERVE12
2300. predicted: SERVE12, actual: SERVE12
0.5428074750108648
2301. predicted: SERVE12, actual: SERVE12
2302. predicted: SERVE12, actual: SERVE12
2303. predicted: SERVE12, actual: SERVE12
2304. predicted: SERVE12, actual: SERVE12
2305. predicted: SERVE12, actual: SERVE12
2306. predicted: SERVE10, actual: SERVE12
2307. predicted: SERVE12, actual: SERVE12
2308. predicted: SERVE10, actual: SERVE12
2309. predicted: SERVE12, actual: SERVE12
2310. predicted: SERVE12, actual: SERVE12
2311. predicted: SERVE12, actual: SERVE12
2312. predicted: SERVE12, actual: SERVE12
2313. predicted: SERVE12, actual: SERVE12
2314. predicted: SERVE12, actual: SERVE12
2315. predicted: SERVE12, actual: SERVE12
2316. predicted: SERVE12, actual: SERVE12
2317. predicted: SERVE12, actual: SERVE12
2318. predicted: SERVE12, actual: SERVE12
2319. predicted: SERVE12, actual: SERVE12
2320. predicted: SERVE12, actual: SERVE12
2321. predicted: SERVE12, actual: SERVE12
2322. predicted: SERVE12, actual: SERVE12
2323. predicted: SERVE12, actual: SERVE12
2324. predicted: SERVE12, actual: SERVE12
2325. predicted: SERVE12, actual: SERVE12
2326. predicted: SERVE12, actual: SERVE12
2327. predicted: SERVE12, actual: SERVE12
2328. predicted: SERVE12, actual: SERVE12
2329. predicted: SERVE12, actual: SERVE12
2330. predicted: SERVE12, actual: SERVE12
2331. predicted: SERVE10, actual: SERVE12
2332. predicted: SERVE12, actual: SERVE12
2333. predicted: SERVE12, actual: SERVE12
2334. predicted: SERVE12, actual: SERVE12
2335. predicted: SERVE12, actual: SERVE12
2336. predicted: SERVE10, actual: SERVE12
2337. predicted: SERVE10, actual: SERVE12
2338. predicted: SERVE12, actual: SERVE12
2339. predicted: SERVE12, actual: SERVE12
2340. predicted: SERVE12, actual: SERVE12
2341. predicted: SERVE12, actual: SERVE12
2342. predicted: SERVE12, actual: SERVE12
2343. predicted: SERVE12, actual: SERVE12
2344. predicted: SERVE12, actual: SERVE12
2345. predicted: SERVE12, actual: SERVE12
2346. predicted: SERVE12, actual: SERVE12
2347. predicted: SERVE12, actual: SERVE12
2348. predicted: SERVE12, actual: SERVE12
2349. predicted: SERVE12, actual: SERVE12
2350. predicted: SERVE10, actual: SERVE12
2351. predicted: SERVE12, actual: SERVE12
2352. predicted: SERVE12, actual: SERVE12
2353. predicted: SERVE12, actual: SERVE12
2354. predicted: SERVE12, actual: SERVE12
2355. predicted: SERVE12, actual: SERVE12
2356. predicted: SERVE12, actual: SERVE12
2357. predicted: SERVE12, actual: SERVE12
2358. predicted: SERVE12, actual: SERVE12
2359. predicted: SERVE12, actual: SERVE12
2360. predicted: SERVE12, actual: SERVE12
2361. predicted: SERVE12, actual: SERVE12
2362. predicted: SERVE12, actual: SERVE12
2363. predicted: SERVE12, actual: SERVE12
2364. predicted: SERVE12, actual: SERVE12
2365. predicted: SERVE12, actual: SERVE12
2366. predicted: SERVE12, actual: SERVE12
2367. predicted: SERVE12, actual: SERVE12
2368. predicted: SERVE12, actual: SERVE12
2369. predicted: SERVE12, actual: SERVE12
2370. predicted: SERVE12, actual: SERVE12
2371. predicted: SERVE12, actual: SERVE12
2372. predicted: SERVE10, actual: SERVE12
2373. predicted: SERVE12, actual: SERVE12
2374. predicted: SERVE12, actual: SERVE12
2375. predicted: SERVE12, actual: SERVE12
2376. predicted: SERVE12, actual: SERVE12
2377. predicted: SERVE12, actual: SERVE12
2378. predicted: SERVE10, actual: SERVE12
2379. predicted: SERVE12, actual: SERVE12
2380. predicted: SERVE12, actual: SERVE12
2381. predicted: SERVE12, actual: SERVE12
2382. predicted: SERVE10, actual: SERVE12
2383. predicted: SERVE12, actual: SERVE12
2384. predicted: SERVE12, actual: SERVE12
2385. predicted: SERVE12, actual: SERVE12
2386. predicted: SERVE12, actual: SERVE12
2387. predicted: SERVE12, actual: SERVE12
2388. predicted: SERVE12, actual: SERVE12
2389. predicted: SERVE12, actual: SERVE12
2390. predicted: SERVE10, actual: SERVE12
2391. predicted: SERVE12, actual: SERVE12
2392. predicted: SERVE12, actual: SERVE12
2393. predicted: SERVE12, actual: SERVE12
2394. predicted: SERVE12, actual: SERVE12
2395. predicted: SERVE12, actual: SERVE12
2396. predicted: SERVE12, actual: SERVE12
2397. predicted: SERVE10, actual: SERVE12
2398. predicted: SERVE12, actual: SERVE12
2399. predicted: SERVE12, actual: SERVE12
2400. predicted: SERVE12, actual: SERVE12
0.5572678050812162
2401. predicted: SERVE12, actual: SERVE12
2402. predicted: SERVE12, actual: SERVE12
2403. predicted: SERVE12, actual: SERVE12
2404. predicted: SERVE12, actual: SERVE12
2405. predicted: SERVE12, actual: SERVE12
2406. predicted: SERVE12, actual: SERVE12
2407. predicted: SERVE12, actual: SERVE12
2408. predicted: SERVE12, actual: SERVE12
2409. predicted: SERVE12, actual: SERVE12
2410. predicted: SERVE12, actual: SERVE12
2411. predicted: SERVE12, actual: SERVE12
2412. predicted: SERVE12, actual: SERVE12
2413. predicted: SERVE12, actual: SERVE12
2414. predicted: SERVE12, actual: SERVE12
2415. predicted: SERVE12, actual: SERVE12
2416. predicted: SERVE12, actual: SERVE12
2417. predicted: SERVE12, actual: SERVE12
2418. predicted: SERVE12, actual: SERVE12
2419. predicted: SERVE12, actual: SERVE12
2420. predicted: SERVE12, actual: SERVE12
2421. predicted: SERVE12, actual: SERVE12
2422. predicted: SERVE12, actual: SERVE12
2423. predicted: SERVE12, actual: SERVE12
2424. predicted: SERVE12, actual: SERVE12
2425. predicted: SERVE12, actual: SERVE12
2426. predicted: SERVE12, actual: SERVE12
2427. predicted: SERVE12, actual: SERVE12
2428. predicted: SERVE12, actual: SERVE12
2429. predicted: SERVE12, actual: SERVE12
2430. predicted: SERVE12, actual: SERVE12
2431. predicted: SERVE12, actual: SERVE12
2432. predicted: SERVE12, actual: SERVE12
2433. predicted: SERVE10, actual: SERVE12
2434. predicted: SERVE12, actual: SERVE12
2435. predicted: SERVE12, actual: SERVE12
2436. predicted: SERVE12, actual: SERVE12
2437. predicted: SERVE12, actual: SERVE12
2438. predicted: SERVE12, actual: SERVE12
2439. predicted: SERVE12, actual: SERVE12
2440. predicted: SERVE12, actual: SERVE12
2441. predicted: SERVE12, actual: SERVE12
2442. predicted: SERVE12, actual: SERVE12
2443. predicted: SERVE12, actual: SERVE12
2444. predicted: SERVE12, actual: SERVE12
2445. predicted: SERVE12, actual: SERVE12
2446. predicted: SERVE12, actual: SERVE12
2447. predicted: SERVE12, actual: SERVE12
2448. predicted: SERVE12, actual: SERVE12
2449. predicted: SERVE10, actual: SERVE12
2450. predicted: SERVE12, actual: SERVE12
2451. predicted: SERVE12, actual: SERVE12
2452. predicted: SERVE12, actual: SERVE12
2453. predicted: SERVE12, actual: SERVE12
2454. predicted: SERVE12, actual: SERVE12
2455. predicted: SERVE12, actual: SERVE12
2456. predicted: SERVE12, actual: SERVE12
2457. predicted: SERVE10, actual: SERVE12
2458. predicted: SERVE12, actual: SERVE12
2459. predicted: SERVE12, actual: SERVE12
2460. predicted: SERVE12, actual: SERVE12
2461. predicted: SERVE12, actual: SERVE12
2462. predicted: SERVE12, actual: SERVE12
2463. predicted: SERVE12, actual: SERVE12
2464. predicted: SERVE12, actual: SERVE12
2465. predicted: SERVE12, actual: SERVE12
2466. predicted: SERVE12, actual: SERVE12
2467. predicted: SERVE12, actual: SERVE12
2468. predicted: SERVE12, actual: SERVE12
2469. predicted: SERVE12, actual: SERVE12
2470. predicted: SERVE10, actual: SERVE12
2471. predicted: SERVE12, actual: SERVE12
2472. predicted: SERVE12, actual: SERVE12
2473. predicted: SERVE12, actual: SERVE12
2474. predicted: SERVE12, actual: SERVE12
2475. predicted: SERVE12, actual: SERVE12
2476. predicted: SERVE12, actual: SERVE12
2477. predicted: SERVE12, actual: SERVE12
2478. predicted: SERVE12, actual: SERVE12
2479. predicted: SERVE12, actual: SERVE12
2480. predicted: SERVE12, actual: SERVE12
2481. predicted: SERVE12, actual: SERVE12
2482. predicted: SERVE12, actual: SERVE12
2483. predicted: SERVE12, actual: SERVE12
2484. predicted: SERVE12, actual: SERVE12
2485. predicted: SERVE12, actual: SERVE12
2486. predicted: SERVE12, actual: SERVE12
2487. predicted: SERVE12, actual: SERVE12
2488. predicted: SERVE12, actual: SERVE12
2489. predicted: SERVE12, actual: SERVE12
2490. predicted: SERVE12, actual: SERVE12
2491. predicted: SERVE12, actual: SERVE12
2492. predicted: SERVE12, actual: SERVE12
2493. predicted: SERVE12, actual: SERVE12
2494. predicted: SERVE12, actual: SERVE12
2495. predicted: SERVE12, actual: SERVE12
2496. predicted: SERVE12, actual: SERVE12
2497. predicted: SERVE12, actual: SERVE12
2498. predicted: SERVE12, actual: SERVE12
2499. predicted: SERVE12, actual: SERVE12
2500. predicted: SERVE12, actual: SERVE12
0.5733706517393042
2501. predicted: SERVE12, actual: SERVE12
2502. predicted: SERVE12, actual: SERVE12
2503. predicted: SERVE12, actual: SERVE12
2504. predicted: SERVE12, actual: SERVE12
2505. predicted: SERVE10, actual: SERVE12
2506. predicted: SERVE12, actual: SERVE12
2507. predicted: SERVE12, actual: SERVE12
2508. predicted: SERVE12, actual: SERVE12
2509. predicted: SERVE12, actual: SERVE12
2510. predicted: SERVE12, actual: SERVE12
2511. predicted: SERVE12, actual: SERVE12
2512. predicted: SERVE12, actual: SERVE12
2513. predicted: SERVE10, actual: SERVE12
2514. predicted: SERVE12, actual: SERVE12
2515. predicted: SERVE12, actual: SERVE12
2516. predicted: SERVE12, actual: SERVE12
2517. predicted: SERVE12, actual: SERVE12
2518. predicted: SERVE12, actual: SERVE12
2519. predicted: SERVE12, actual: SERVE12
2520. predicted: SERVE12, actual: SERVE12
2521. predicted: SERVE12, actual: SERVE12
2522. predicted: SERVE12, actual: SERVE12
2523. predicted: SERVE12, actual: SERVE12
2524. predicted: SERVE12, actual: SERVE12
2525. predicted: SERVE12, actual: SERVE12
2526. predicted: SERVE12, actual: SERVE12
2527. predicted: SERVE12, actual: SERVE12
2528. predicted: SERVE12, actual: SERVE12
2529. predicted: SERVE12, actual: SERVE12
2530. predicted: SERVE12, actual: SERVE12
2531. predicted: SERVE12, actual: SERVE12
2532. predicted: SERVE12, actual: SERVE12
2533. predicted: SERVE12, actual: SERVE12
2534. predicted: SERVE12, actual: SERVE12
2535. predicted: SERVE12, actual: SERVE12
2536. predicted: SERVE12, actual: SERVE12
2537. predicted: SERVE12, actual: SERVE12
2538. predicted: SERVE12, actual: SERVE12
2539. predicted: SERVE12, actual: SERVE12
2540. predicted: SERVE12, actual: SERVE12
2541. predicted: SERVE12, actual: SERVE12
2542. predicted: SERVE12, actual: SERVE12
2543. predicted: SERVE12, actual: SERVE12
2544. predicted: SERVE12, actual: SERVE12
2545. predicted: SERVE12, actual: SERVE12
2546. predicted: SERVE12, actual: SERVE12
2547. predicted: SERVE12, actual: SERVE12
2548. predicted: SERVE12, actual: SERVE12
2549. predicted: SERVE12, actual: SERVE12
2550. predicted: SERVE12, actual: SERVE12
2551. predicted: SERVE12, actual: SERVE12
2552. predicted: SERVE12, actual: SERVE12
2553. predicted: SERVE12, actual: SERVE12
2554. predicted: SERVE12, actual: SERVE12
2555. predicted: SERVE10, actual: SERVE12
2556. predicted: SERVE12, actual: SERVE12
2557. predicted: SERVE12, actual: SERVE12
2558. predicted: SERVE12, actual: SERVE12
2559. predicted: SERVE12, actual: SERVE12
2560. predicted: SERVE12, actual: SERVE12
2561. predicted: SERVE12, actual: SERVE12
2562. predicted: SERVE12, actual: SERVE12
2563. predicted: SERVE12, actual: SERVE12
2564. predicted: SERVE12, actual: SERVE12
2565. predicted: SERVE12, actual: SERVE12
2566. predicted: SERVE10, actual: SERVE12
2567. predicted: SERVE12, actual: SERVE12
2568. predicted: SERVE12, actual: SERVE12
2569. predicted: SERVE12, actual: SERVE12
2570. predicted: SERVE12, actual: SERVE12
2571. predicted: SERVE12, actual: SERVE12
2572. predicted: SERVE12, actual: SERVE12
2573. predicted: SERVE12, actual: SERVE12
2574. predicted: SERVE12, actual: SERVE12
2575. predicted: SERVE12, actual: SERVE12
2576. predicted: SERVE12, actual: SERVE12
2577. predicted: SERVE12, actual: SERVE12
2578. predicted: SERVE12, actual: SERVE12
2579. predicted: SERVE12, actual: SERVE12
2580. predicted: SERVE10, actual: SERVE12
2581. predicted: SERVE12, actual: SERVE12
2582. predicted: SERVE12, actual: SERVE12
2583. predicted: SERVE12, actual: SERVE12
2584. predicted: SERVE12, actual: SERVE12
2585. predicted: SERVE12, actual: SERVE12
2586. predicted: SERVE12, actual: SERVE12
2587. predicted: SERVE12, actual: SERVE12
2588. predicted: SERVE12, actual: SERVE12
2589. predicted: SERVE12, actual: SERVE12
2590. predicted: SERVE12, actual: SERVE12
2591. predicted: SERVE12, actual: SERVE12
2592. predicted: SERVE12, actual: SERVE12
2593. predicted: SERVE12, actual: SERVE12
2594. predicted: SERVE12, actual: SERVE12
2595. predicted: SERVE12, actual: SERVE12
2596. predicted: SERVE12, actual: SERVE12
2597. predicted: SERVE12, actual: SERVE12
2598. predicted: SERVE12, actual: SERVE12
2599. predicted: SERVE12, actual: SERVE12
2600. predicted: SERVE12, actual: SERVE12
0.5878508266051519
2601. predicted: SERVE12, actual: SERVE12
2602. predicted: SERVE12, actual: SERVE12
2603. predicted: SERVE10, actual: SERVE12
2604. predicted: SERVE12, actual: SERVE12
2605. predicted: SERVE12, actual: SERVE12
2606. predicted: SERVE12, actual: SERVE12
2607. predicted: SERVE10, actual: SERVE12
2608. predicted: SERVE12, actual: SERVE12
2609. predicted: SERVE12, actual: SERVE12
2610. predicted: SERVE12, actual: SERVE12
2611. predicted: SERVE12, actual: SERVE12
2612. predicted: SERVE12, actual: SERVE12
2613. predicted: SERVE12, actual: SERVE12
2614. predicted: SERVE12, actual: SERVE12
2615. predicted: SERVE12, actual: SERVE12
2616. predicted: SERVE12, actual: SERVE12
2617. predicted: SERVE12, actual: SERVE12
2618. predicted: SERVE12, actual: SERVE12
2619. predicted: SERVE12, actual: SERVE12
2620. predicted: SERVE12, actual: SERVE12
2621. predicted: SERVE12, actual: SERVE12
2622. predicted: SERVE12, actual: SERVE12
2623. predicted: SERVE12, actual: SERVE12
2624. predicted: SERVE12, actual: SERVE12
2625. predicted: SERVE12, actual: SERVE12
2626. predicted: SERVE10, actual: SERVE12
2627. predicted: SERVE12, actual: SERVE12
2628. predicted: SERVE12, actual: SERVE12
2629. predicted: SERVE12, actual: SERVE12
2630. predicted: SERVE12, actual: SERVE12
2631. predicted: SERVE10, actual: SERVE12
2632. predicted: SERVE12, actual: SERVE12
2633. predicted: SERVE12, actual: SERVE12
2634. predicted: SERVE12, actual: SERVE12
2635. predicted: SERVE12, actual: SERVE12
2636. predicted: SERVE12, actual: SERVE12
2637. predicted: SERVE12, actual: SERVE12
2638. predicted: SERVE12, actual: SERVE12
2639. predicted: SERVE12, actual: SERVE12
2640. predicted: SERVE12, actual: SERVE12
2641. predicted: SERVE10, actual: SERVE12
2642. predicted: SERVE10, actual: SERVE12
2643. predicted: SERVE12, actual: SERVE12
2644. predicted: SERVE12, actual: SERVE12
2645. predicted: SERVE12, actual: SERVE12
2646. predicted: SERVE12, actual: SERVE12
2647. predicted: SERVE12, actual: SERVE12
2648. predicted: SERVE12, actual: SERVE12
2649. predicted: SERVE12, actual: SERVE12
2650. predicted: SERVE12, actual: SERVE12
2651. predicted: SERVE12, actual: SERVE12
2652. predicted: SERVE12, actual: SERVE12
2653. predicted: SERVE12, actual: SERVE12
2654. predicted: SERVE12, actual: SERVE12
2655. predicted: SERVE12, actual: SERVE12
2656. predicted: SERVE12, actual: SERVE12
2657. predicted: SERVE10, actual: SERVE12
2658. predicted: SERVE12, actual: SERVE12
2659. predicted: SERVE12, actual: SERVE12
2660. predicted: SERVE12, actual: SERVE12
2661. predicted: SERVE12, actual: SERVE12
2662. predicted: SERVE12, actual: SERVE12
2663. predicted: SERVE12, actual: SERVE12
2664. predicted: SERVE12, actual: SERVE12
2665. predicted: SERVE12, actual: SERVE12
2666. predicted: SERVE12, actual: SERVE12
2667. predicted: SERVE12, actual: SERVE12
2668. predicted: SERVE12, actual: SERVE12
2669. predicted: SERVE12, actual: SERVE12
2670. predicted: SERVE12, actual: SERVE12
2671. predicted: SERVE12, actual: SERVE12
2672. predicted: SERVE12, actual: SERVE12
2673. predicted: SERVE12, actual: SERVE12
2674. predicted: SERVE12, actual: SERVE12
2675. predicted: SERVE12, actual: SERVE12
2676. predicted: SERVE12, actual: SERVE12
2677. predicted: SERVE12, actual: SERVE12
2678. predicted: SERVE12, actual: SERVE12
2679. predicted: SERVE12, actual: SERVE12
2680. predicted: SERVE12, actual: SERVE12
2681. predicted: SERVE12, actual: SERVE12
2682. predicted: SERVE12, actual: SERVE12
2683. predicted: SERVE12, actual: SERVE12
2684. predicted: SERVE12, actual: SERVE12
2685. predicted: SERVE12, actual: SERVE12
2686. predicted: SERVE12, actual: SERVE12
2687. predicted: SERVE12, actual: SERVE12
2688. predicted: SERVE12, actual: SERVE12
2689. predicted: SERVE12, actual: SERVE12
2690. predicted: SERVE12, actual: SERVE12
2691. predicted: SERVE12, actual: SERVE12
2692. predicted: SERVE12, actual: SERVE12
2693. predicted: SERVE12, actual: SERVE12
2694. predicted: SERVE12, actual: SERVE12
2695. predicted: SERVE12, actual: SERVE12
2696. predicted: SERVE12, actual: SERVE12
2697. predicted: SERVE12, actual: SERVE12
2698. predicted: SERVE10, actual: SERVE12
2699. predicted: SERVE12, actual: SERVE12
2700. predicted: SERVE10, actual: SERVE12
0.5997778600518326
2701. predicted: SERVE12, actual: SERVE12
2702. predicted: SERVE12, actual: SERVE12
2703. predicted: SERVE12, actual: SERVE12
2704. predicted: SERVE12, actual: SERVE12
2705. predicted: SERVE12, actual: SERVE12
2706. predicted: SERVE12, actual: SERVE12
2707. predicted: SERVE12, actual: SERVE12
2708. predicted: SERVE12, actual: SERVE12
2709. predicted: SERVE12, actual: SERVE12
2710. predicted: SERVE12, actual: SERVE12
2711. predicted: SERVE12, actual: SERVE12
2712. predicted: SERVE12, actual: SERVE12
2713. predicted: SERVE12, actual: SERVE12
2714. predicted: SERVE12, actual: SERVE12
2715. predicted: SERVE12, actual: SERVE12
2716. predicted: SERVE12, actual: SERVE12
2717. predicted: SERVE12, actual: SERVE12
2718. predicted: SERVE12, actual: SERVE12
2719. predicted: SERVE12, actual: SERVE12
2720. predicted: SERVE12, actual: SERVE12
2721. predicted: SERVE12, actual: SERVE12
2722. predicted: SERVE12, actual: SERVE12
2723. predicted: SERVE12, actual: SERVE12
2724. predicted: SERVE12, actual: SERVE12
2725. predicted: SERVE12, actual: SERVE12
2726. predicted: SERVE12, actual: SERVE12
2727. predicted: SERVE12, actual: SERVE12
2728. predicted: SERVE12, actual: SERVE12
2729. predicted: SERVE12, actual: SERVE12
2730. predicted: SERVE12, actual: SERVE12
2731. predicted: SERVE12, actual: SERVE12
2732. predicted: SERVE10, actual: SERVE12
2733. predicted: SERVE12, actual: SERVE12
2734. predicted: SERVE12, actual: SERVE12
2735. predicted: SERVE12, actual: SERVE12
2736. predicted: SERVE12, actual: SERVE12
2737. predicted: SERVE12, actual: SERVE12
2738. predicted: SERVE12, actual: SERVE12
2739. predicted: SERVE12, actual: SERVE12
2740. predicted: SERVE12, actual: SERVE12
2741. predicted: SERVE12, actual: SERVE12
2742. predicted: SERVE12, actual: SERVE12
2743. predicted: SERVE10, actual: SERVE12
2744. predicted: SERVE12, actual: SERVE12
2745. predicted: SERVE12, actual: SERVE12
2746. predicted: SERVE12, actual: SERVE12
2747. predicted: SERVE10, actual: SERVE12
2748. predicted: SERVE12, actual: SERVE12
2749. predicted: SERVE12, actual: SERVE12
2750. predicted: SERVE12, actual: SERVE12
2751. predicted: SERVE12, actual: SERVE12
2752. predicted: SERVE12, actual: SERVE12
2753. predicted: SERVE10, actual: SERVE12
2754. predicted: SERVE12, actual: SERVE12
2755. predicted: SERVE12, actual: SERVE12
2756. predicted: SERVE10, actual: SERVE12
2757. predicted: SERVE12, actual: SERVE12
2758. predicted: SERVE12, actual: SERVE12
2759. predicted: SERVE12, actual: SERVE12
2760. predicted: SERVE12, actual: SERVE12
2761. predicted: SERVE12, actual: SERVE12
2762. predicted: SERVE12, actual: SERVE12
2763. predicted: SERVE12, actual: SERVE12
2764. predicted: SERVE10, actual: SERVE12
2765. predicted: SERVE12, actual: SERVE12
2766. predicted: SERVE12, actual: SERVE12
2767. predicted: SERVE12, actual: SERVE12
2768. predicted: SERVE12, actual: SERVE12
2769. predicted: SERVE12, actual: SERVE12
2770. predicted: SERVE12, actual: SERVE12
2771. predicted: SERVE12, actual: SERVE12
2772. predicted: SERVE12, actual: SERVE12
2773. predicted: SERVE12, actual: SERVE12
2774. predicted: SERVE12, actual: SERVE12
2775. predicted: SERVE12, actual: SERVE12
2776. predicted: SERVE12, actual: SERVE12
2777. predicted: SERVE12, actual: SERVE12
2778. predicted: SERVE12, actual: SERVE12
2779. predicted: SERVE12, actual: SERVE12
2780. predicted: SERVE12, actual: SERVE12
2781. predicted: SERVE12, actual: SERVE12
2782. predicted: SERVE12, actual: SERVE12
2783. predicted: SERVE12, actual: SERVE12
2784. predicted: SERVE12, actual: SERVE12
2785. predicted: SERVE12, actual: SERVE12
2786. predicted: SERVE12, actual: SERVE12
2787. predicted: SERVE12, actual: SERVE12
2788. predicted: SERVE12, actual: SERVE12
2789. predicted: SERVE12, actual: SERVE12
2790. predicted: SERVE12, actual: SERVE12
2791. predicted: SERVE12, actual: SERVE12
2792. predicted: SERVE12, actual: SERVE12
2793. predicted: SERVE12, actual: SERVE12
2794. predicted: SERVE12, actual: SERVE12
2795. predicted: SERVE12, actual: SERVE12
2796. predicted: SERVE10, actual: SERVE12
2797. predicted: SERVE12, actual: SERVE12
2798. predicted: SERVE12, actual: SERVE12
2799. predicted: SERVE12, actual: SERVE12
2800. predicted: SERVE12, actual: SERVE12
0.6115672973937879
2801. predicted: SERVE10, actual: SERVE12
2802. predicted: SERVE12, actual: SERVE12
2803. predicted: SERVE12, actual: SERVE12
2804. predicted: SERVE12, actual: SERVE12
2805. predicted: SERVE12, actual: SERVE12
2806. predicted: SERVE12, actual: SERVE12
2807. predicted: SERVE12, actual: SERVE12
2808. predicted: SERVE12, actual: SERVE12
2809. predicted: SERVE12, actual: SERVE12
2810. predicted: SERVE12, actual: SERVE12
2811. predicted: SERVE12, actual: SERVE12
2812. predicted: SERVE12, actual: SERVE12
2813. predicted: SERVE12, actual: SERVE12
2814. predicted: SERVE12, actual: SERVE12
2815. predicted: SERVE12, actual: SERVE12
2816. predicted: SERVE12, actual: SERVE12
2817. predicted: SERVE12, actual: SERVE12
2818. predicted: SERVE12, actual: SERVE12
2819. predicted: SERVE12, actual: SERVE12
