0. predicted: HARD1, actual: HARD1
1441. predicted: HARD1, actual: HARD1
1442. predicted: HARD1, actual: HARD1
1443. predicted: HARD1, actual: HARD1
1444. predicted: HARD1, actual: HARD1
1445. predicted: HARD1, actual: HARD1
1446. predicted: HARD1, actual: HARD1
1447. predicted: HARD1, actual: HARD1
1448. predicted: HARD1, actual: HARD1
1449. predicted: HARD1, actual: HARD1
1450. predicted: HARD1, actual: HARD1
1451. predicted: HARD1, actual: HARD1
1452. predicted: HARD1, actual: HARD1
1453. predicted: HARD1, actual: HARD1
1454. predicted: HARD1, actual: HARD1
1455. predicted: HARD1, actual: HARD1
1456. predicted: HARD3, actual: HARD1
1457. predicted: HARD1, actual: HARD1
1458. predicted: HARD1, actual: HARD1
1459. predicted: HARD1, actual: HARD1
1460. predicted: HARD1, actual: HARD1
1461. predicted: HARD1, actual: HARD1
1462. predicted: HARD1, actual: HARD1
1463. predicted: HARD1, actual: HARD1
1464. predicted: HARD1, actual: HARD1
1465. predicted: HARD1, actual: HARD1
1466. predicted: HARD1, actual: HARD1
1467. predicted: HARD1, actual: HARD1
1468. predicted: HARD1, actual: HARD1
1469. predicted: HARD1, actual: HARD1
1470. predicted: HARD1, actual: HARD1
1471. predicted: HARD1, actual: HARD1
1472. predicted: HARD1, actual: HARD1
1473. predicted: HARD1, actual: HARD1
1474. predicted: HARD1, actual: HARD1
1475. predicted: HARD1, actual: HARD1
1476. predicted: HARD1, actual: HARD1
1477. predicted: HARD1, actual: HARD1
1478. predicted: HARD1, actual: HARD1
1479. predicted: HARD1, actual: HARD1
1480. predicted: HARD1, actual: HARD1
1481. predicted: HARD1, actual: HARD1
1482. predicted: HARD1, actual: HARD1
1483. predicted: HARD1, actual: HARD1
1484. predicted: HARD1, actual: HARD1
1485. predicted: HARD1, actual: HARD1
1486. predicted: HARD1, actual: HARD1
1487. predicted: HARD1, actual: HARD1
1488. predicted: HARD1, actual: HARD1
1489. predicted: HARD1, actual: HARD1
1490. predicted: HARD1, actual: HARD1
1491. predicted: HARD1, actual: HARD1
1492. predicted: HARD1, actual: HARD1
1493. predicted: HARD1, actual: HARD1
1494. predicted: HARD1, actual: HARD1
1495. predicted: HARD1, actual: HARD1
1496. predicted: HARD1, actual: HARD1
1497. predicted: HARD1, actual: HARD1
1498. predicted: HARD1, actual: HARD1
1499. predicted: HARD1, actual: HARD1
1500. predicted: HARD1, actual: HARD1
0.9813457694870087
1501. predicted: HARD1, actual: HARD1
1502. predicted: HARD1, actual: HARD1
1503. predicted: HARD1, actual: HARD1
1504. predicted: HARD1, actual: HARD1
1505. predicted: HARD1, actual: HARD1
1506. predicted: HARD3, actual: HARD1
1507. predicted: HARD1, actual: HARD1
1508. predicted: HARD1, actual: HARD1
1509. predicted: HARD1, actual: HARD1
1510. predicted: HARD1, actual: HARD1
1511. predicted: HARD1, actual: HARD1
1512. predicted: HARD1, actual: HARD1
1513. predicted: HARD1, actual: HARD1
1514. predicted: HARD1, actual: HARD1
1515. predicted: HARD1, actual: HARD1
1516. predicted: HARD1, actual: HARD1
1517. predicted: HARD1, actual: HARD1
1518. predicted: HARD1, actual: HARD1
1519. predicted: HARD1, actual: HARD1
1520. predicted: HARD1, actual: HARD1
1521. predicted: HARD1, actual: HARD1
1522. predicted: HARD1, actual: HARD1
1523. predicted: HARD1, actual: HARD1
1524. predicted: HARD1, actual: HARD1
1525. predicted: HARD1, actual: HARD1
1526. predicted: HARD1, actual: HARD1
1527. predicted: HARD1, actual: HARD1
1528. predicted: HARD1, actual: HARD1
1529. predicted: HARD1, actual: HARD1
1530. predicted: HARD1, actual: HARD1
1531. predicted: HARD1, actual: HARD1
1532. predicted: HARD1, actual: HARD1
1533. predicted: HARD1, actual: HARD1
1534. predicted: HARD1, actual: HARD1
1535. predicted: HARD1, actual: HARD1
1536. predicted: HARD1, actual: HARD1
1537. predicted: HARD1, actual: HARD1
1538. predicted: HARD1, actual: HARD1
1539. predicted: HARD1, actual: HARD1
1540. predicted: HARD1, actual: HARD1
1541. predicted: HARD1, actual: HARD1
1542. predicted: HARD1, actual: HARD1
1543. predicted: HARD1, actual: HARD1
1544. predicted: HARD1, actual: HARD1
1545. predicted: HARD1, actual: HARD1
1546. predicted: HARD1, actual: HARD1
1547. predicted: HARD1, actual: HARD1
1548. predicted: HARD1, actual: HARD1
1549. predicted: HARD1, actual: HARD1
1550. predicted: HARD1, actual: HARD1
1551. predicted: HARD1, actual: HARD1
1552. predicted: HARD1, actual: HARD1
1553. predicted: HARD1, actual: HARD1
1554. predicted: HARD1, actual: HARD1
1555. predicted: HARD1, actual: HARD1
1556. predicted: HARD1, actual: HARD1
1557. predicted: HARD1, actual: HARD1
1558. predicted: HARD1, actual: HARD1
1559. predicted: HARD1, actual: HARD1
1560. predicted: HARD1, actual: HARD1
1561. predicted: HARD1, actual: HARD1
1562. predicted: HARD1, actual: HARD1
1563. predicted: HARD1, actual: HARD1
1564. predicted: HARD1, actual: HARD1
1565. predicted: HARD1, actual: HARD1
1566. predicted: HARD1, actual: HARD1
1567. predicted: HARD1, actual: HARD1
1568. predicted: HARD1, actual: HARD1
1569. predicted: HARD1, actual: HARD1
1570. predicted: HARD1, actual: HARD1
1571. predicted: HARD1, actual: HARD1
1572. predicted: HARD1, actual: HARD1
1573. predicted: HARD1, actual: HARD1
1574. predicted: HARD1, actual: HARD1
1575. predicted: HARD1, actual: HARD1
1576. predicted: HARD1, actual: HARD1
1577. predicted: HARD1, actual: HARD1
1578. predicted: HARD3, actual: HARD1
1579. predicted: HARD1, actual: HARD1
1580. predicted: HARD1, actual: HARD1
1581. predicted: HARD1, actual: HARD1
1582. predicted: HARD1, actual: HARD1
1583. predicted: HARD1, actual: HARD1
1584. predicted: HARD1, actual: HARD1
1585. predicted: HARD1, actual: HARD1
1586. predicted: HARD1, actual: HARD1
1587. predicted: HARD1, actual: HARD1
1588. predicted: HARD1, actual: HARD1
1589. predicted: HARD1, actual: HARD1
1590. predicted: HARD1, actual: HARD1
1591. predicted: HARD1, actual: HARD1
1592. predicted: HARD1, actual: HARD1
1593. predicted: HARD1, actual: HARD1
1594. predicted: HARD1, actual: HARD1
1595. predicted: HARD1, actual: HARD1
1596. predicted: HARD1, actual: HARD1
1597. predicted: HARD1, actual: HARD1
1598. predicted: HARD1, actual: HARD1
1599. predicted: HARD1, actual: HARD1
1600. predicted: HARD1, actual: HARD1
0.981261711430356
1601. predicted: HARD1, actual: HARD1
1602. predicted: HARD1, actual: HARD1
1603. predicted: HARD1, actual: HARD1
1604. predicted: HARD1, actual: HARD1
1605. predicted: HARD1, actual: HARD1
1606. predicted: HARD1, actual: HARD1
1607. predicted: HARD1, actual: HARD1
1608. predicted: HARD1, actual: HARD1
1609. predicted: HARD1, actual: HARD1
1610. predicted: HARD1, actual: HARD1
1611. predicted: HARD1, actual: HARD1
1612. predicted: HARD1, actual: HARD1
1613. predicted: HARD1, actual: HARD1
1614. predicted: HARD1, actual: HARD1
1615. predicted: HARD1, actual: HARD1
1616. predicted: HARD1, actual: HARD1
1617. predicted: HARD1, actual: HARD1
1618. predicted: HARD1, actual: HARD1
1619. predicted: HARD1, actual: HARD1
1620. predicted: HARD1, actual: HARD1
1621. predicted: HARD1, actual: HARD1
1622. predicted: HARD1, actual: HARD1
1623. predicted: HARD1, actual: HARD1
1624. predicted: HARD1, actual: HARD1
1625. predicted: HARD1, actual: HARD1
1626. predicted: HARD1, actual: HARD1
1627. predicted: HARD1, actual: HARD1
1628. predicted: HARD1, actual: HARD1
1629. predicted: HARD1, actual: HARD1
1630. predicted: HARD1, actual: HARD1
1631. predicted: HARD1, actual: HARD1
1632. predicted: HARD1, actual: HARD1
1633. predicted: HARD1, actual: HARD1
1634. predicted: HARD1, actual: HARD1
1635. predicted: HARD1, actual: HARD1
1636. predicted: HARD1, actual: HARD1
1637. predicted: HARD1, actual: HARD1
1638. predicted: HARD1, actual: HARD1
1639. predicted: HARD1, actual: HARD1
1640. predicted: HARD1, actual: HARD1
1641. predicted: HARD1, actual: HARD1
1642. predicted: HARD1, actual: HARD1
1643. predicted: HARD1, actual: HARD1
1644. predicted: HARD1, actual: HARD1
1645. predicted: HARD1, actual: HARD1
1646. predicted: HARD1, actual: HARD1
1647. predicted: HARD1, actual: HARD1
1648. predicted: HARD1, actual: HARD1
1649. predicted: HARD1, actual: HARD1
1650. predicted: HARD1, actual: HARD1
1651. predicted: HARD1, actual: HARD1
1652. predicted: HARD1, actual: HARD1
1653. predicted: HARD1, actual: HARD1
1654. predicted: HARD1, actual: HARD1
1655. predicted: HARD1, actual: HARD1
1656. predicted: HARD1, actual: HARD1
1657. predicted: HARD1, actual: HARD1
1658. predicted: HARD1, actual: HARD1
1659. predicted: HARD1, actual: HARD1
1660. predicted: HARD1, actual: HARD1
1661. predicted: HARD1, actual: HARD1
1662. predicted: HARD1, actual: HARD1
1663. predicted: HARD1, actual: HARD1
1664. predicted: HARD1, actual: HARD1
1665. predicted: HARD1, actual: HARD1
1666. predicted: HARD1, actual: HARD1
1667. predicted: HARD1, actual: HARD1
1668. predicted: HARD1, actual: HARD1
1669. predicted: HARD1, actual: HARD1
1670. predicted: HARD1, actual: HARD1
1671. predicted: HARD1, actual: HARD1
1672. predicted: HARD1, actual: HARD1
1673. predicted: HARD1, actual: HARD1
1674. predicted: HARD1, actual: HARD1
1675. predicted: HARD1, actual: HARD1
1676. predicted: HARD1, actual: HARD1
1677. predicted: HARD1, actual: HARD1
1678. predicted: HARD1, actual: HARD1
1679. predicted: HARD1, actual: HARD1
1680. predicted: HARD1, actual: HARD1
1681. predicted: HARD1, actual: HARD1
1682. predicted: HARD1, actual: HARD1
1683. predicted: HARD1, actual: HARD1
1684. predicted: HARD1, actual: HARD1
1685. predicted: HARD1, actual: HARD1
1686. predicted: HARD1, actual: HARD1
1687. predicted: HARD1, actual: HARD1
1688. predicted: HARD1, actual: HARD1
1689. predicted: HARD1, actual: HARD1
1690. predicted: HARD1, actual: HARD1
1691. predicted: HARD1, actual: HARD1
1692. predicted: HARD1, actual: HARD1
1693. predicted: HARD1, actual: HARD1
1694. predicted: HARD1, actual: HARD1
1695. predicted: HARD1, actual: HARD1
1696. predicted: HARD1, actual: HARD1
1697. predicted: HARD1, actual: HARD1
1698. predicted: HARD1, actual: HARD1
1699. predicted: HARD1, actual: HARD1
1700. predicted: HARD1, actual: HARD1
0.982363315696649
1701. predicted: HARD1, actual: HARD1
1702. predicted: HARD1, actual: HARD1
1703. predicted: HARD1, actual: HARD1
1704. predicted: HARD1, actual: HARD1
1705. predicted: HARD1, actual: HARD1
1706. predicted: HARD1, actual: HARD1
1707. predicted: HARD1, actual: HARD1
1708. predicted: HARD1, actual: HARD1
1709. predicted: HARD1, actual: HARD1
1710. predicted: HARD1, actual: HARD1
1711. predicted: HARD1, actual: HARD1
1712. predicted: HARD1, actual: HARD1
1713. predicted: HARD1, actual: HARD1
1714. predicted: HARD1, actual: HARD1
1715. predicted: HARD1, actual: HARD1
1716. predicted: HARD1, actual: HARD1
1717. predicted: HARD1, actual: HARD1
1718. predicted: HARD1, actual: HARD1
1719. predicted: HARD1, actual: HARD1
1720. predicted: HARD1, actual: HARD1
1721. predicted: HARD1, actual: HARD1
1722. predicted: HARD1, actual: HARD1
1723. predicted: HARD1, actual: HARD1
1724. predicted: HARD1, actual: HARD1
1725. predicted: HARD1, actual: HARD1
1726. predicted: HARD1, actual: HARD1
1727. predicted: HARD3, actual: HARD1
1728. predicted: HARD1, actual: HARD1
1729. predicted: HARD1, actual: HARD1
1730. predicted: HARD1, actual: HARD1
1731. predicted: HARD1, actual: HARD1
1732. predicted: HARD1, actual: HARD1
1733. predicted: HARD1, actual: HARD1
1734. predicted: HARD1, actual: HARD1
1735. predicted: HARD1, actual: HARD1
1736. predicted: HARD1, actual: HARD1
1737. predicted: HARD1, actual: HARD1
1738. predicted: HARD1, actual: HARD1
1739. predicted: HARD1, actual: HARD1
1740. predicted: HARD1, actual: HARD1
1741. predicted: HARD1, actual: HARD1
1742. predicted: HARD1, actual: HARD1
1743. predicted: HARD1, actual: HARD1
1744. predicted: HARD1, actual: HARD1
1745. predicted: HARD1, actual: HARD1
1746. predicted: HARD1, actual: HARD1
1747. predicted: HARD1, actual: HARD1
1748. predicted: HARD1, actual: HARD1
1749. predicted: HARD1, actual: HARD1
1750. predicted: HARD1, actual: HARD1
1751. predicted: HARD1, actual: HARD1
1752. predicted: HARD1, actual: HARD1
1753. predicted: HARD1, actual: HARD1
1754. predicted: HARD1, actual: HARD1
1755. predicted: HARD1, actual: HARD1
1756. predicted: HARD1, actual: HARD1
1757. predicted: HARD1, actual: HARD1
1758. predicted: HARD1, actual: HARD1
1759. predicted: HARD1, actual: HARD1
1760. predicted: HARD1, actual: HARD1
1761. predicted: HARD1, actual: HARD1
1762. predicted: HARD1, actual: HARD1
1763. predicted: HARD1, actual: HARD1
1764. predicted: HARD1, actual: HARD1
1765. predicted: HARD1, actual: HARD1
1766. predicted: HARD1, actual: HARD1
1767. predicted: HARD1, actual: HARD1
1768. predicted: HARD1, actual: HARD1
1769. predicted: HARD1, actual: HARD1
1770. predicted: HARD1, actual: HARD1
1771. predicted: HARD1, actual: HARD1
1772. predicted: HARD1, actual: HARD1
1773. predicted: HARD1, actual: HARD1
1774. predicted: HARD1, actual: HARD1
1775. predicted: HARD1, actual: HARD1
1776. predicted: HARD1, actual: HARD1
1777. predicted: HARD1, actual: HARD1
1778. predicted: HARD1, actual: HARD1
1779. predicted: HARD1, actual: HARD1
1780. predicted: HARD1, actual: HARD1
1781. predicted: HARD1, actual: HARD1
1782. predicted: HARD1, actual: HARD1
1783. predicted: HARD1, actual: HARD1
1784. predicted: HARD1, actual: HARD1
1785. predicted: HARD1, actual: HARD1
1786. predicted: HARD1, actual: HARD1
1787. predicted: HARD1, actual: HARD1
1788. predicted: HARD1, actual: HARD1
1789. predicted: HARD1, actual: HARD1
1790. predicted: HARD1, actual: HARD1
1791. predicted: HARD1, actual: HARD1
1792. predicted: HARD1, actual: HARD1
1793. predicted: HARD1, actual: HARD1
1794. predicted: HARD1, actual: HARD1
1795. predicted: HARD1, actual: HARD1
1796. predicted: HARD1, actual: HARD1
1797. predicted: HARD1, actual: HARD1
1798. predicted: HARD1, actual: HARD1
1799. predicted: HARD1, actual: HARD1
1800. predicted: HARD1, actual: HARD1
0.9827873403664631
1801. predicted: HARD1, actual: HARD1
1802. predicted: HARD1, actual: HARD1
1803. predicted: HARD1, actual: HARD1
1804. predicted: HARD1, actual: HARD1
1805. predicted: HARD1, actual: HARD1
1806. predicted: HARD1, actual: HARD1
1807. predicted: HARD1, actual: HARD1
1808. predicted: HARD1, actual: HARD1
1809. predicted: HARD1, actual: HARD1
1810. predicted: HARD1, actual: HARD1
1811. predicted: HARD1, actual: HARD1
1812. predicted: HARD1, actual: HARD1
1813. predicted: HARD1, actual: HARD1
1814. predicted: HARD1, actual: HARD1
1815. predicted: HARD1, actual: HARD1
1816. predicted: HARD1, actual: HARD1
1817. predicted: HARD1, actual: HARD1
1818. predicted: HARD1, actual: HARD1
1819. predicted: HARD1, actual: HARD1
1820. predicted: HARD1, actual: HARD1
1821. predicted: HARD1, actual: HARD1
1822. predicted: HARD1, actual: HARD1
1823. predicted: HARD1, actual: HARD1
1824. predicted: HARD1, actual: HARD1
1825. predicted: HARD1, actual: HARD1
1826. predicted: HARD1, actual: HARD1
1827. predicted: HARD1, actual: HARD1
1828. predicted: HARD1, actual: HARD1
1829. predicted: HARD1, actual: HARD1
1830. predicted: HARD1, actual: HARD1
1831. predicted: HARD1, actual: HARD1
1832. predicted: HARD1, actual: HARD1
1833. predicted: HARD1, actual: HARD1
1834. predicted: HARD1, actual: HARD1
1835. predicted: HARD1, actual: HARD1
1836. predicted: HARD1, actual: HARD1
1837. predicted: HARD1, actual: HARD1
1838. predicted: HARD1, actual: HARD1
1839. predicted: HARD1, actual: HARD1
1840. predicted: HARD1, actual: HARD1
1841. predicted: HARD1, actual: HARD1
1842. predicted: HARD1, actual: HARD1
1843. predicted: HARD1, actual: HARD1
1844. predicted: HARD1, actual: HARD1
1845. predicted: HARD3, actual: HARD1
1846. predicted: HARD1, actual: HARD1
1847. predicted: HARD1, actual: HARD1
1848. predicted: HARD1, actual: HARD1
1849. predicted: HARD1, actual: HARD1
1850. predicted: HARD1, actual: HARD1
1851. predicted: HARD1, actual: HARD1
1852. predicted: HARD1, actual: HARD1
1853. predicted: HARD1, actual: HARD1
1854. predicted: HARD1, actual: HARD1
1855. predicted: HARD1, actual: HARD1
1856. predicted: HARD1, actual: HARD1
1857. predicted: HARD1, actual: HARD1
1858. predicted: HARD1, actual: HARD1
1859. predicted: HARD1, actual: HARD1
1860. predicted: HARD1, actual: HARD1
1861. predicted: HARD1, actual: HARD1
1862. predicted: HARD1, actual: HARD1
1863. predicted: HARD1, actual: HARD1
1864. predicted: HARD1, actual: HARD1
1865. predicted: HARD1, actual: HARD1
1866. predicted: HARD1, actual: HARD1
1867. predicted: HARD1, actual: HARD1
1868. predicted: HARD1, actual: HARD1
1869. predicted: HARD1, actual: HARD1
1870. predicted: HARD1, actual: HARD1
1871. predicted: HARD1, actual: HARD1
1872. predicted: HARD1, actual: HARD1
1873. predicted: HARD1, actual: HARD1
1874. predicted: HARD1, actual: HARD1
1875. predicted: HARD1, actual: HARD1
1876. predicted: HARD1, actual: HARD1
1877. predicted: HARD1, actual: HARD1
1878. predicted: HARD1, actual: HARD1
1879. predicted: HARD1, actual: HARD1
1880. predicted: HARD1, actual: HARD1
1881. predicted: HARD1, actual: HARD1
1882. predicted: HARD1, actual: HARD1
1883. predicted: HARD1, actual: HARD1
1884. predicted: HARD1, actual: HARD1
1885. predicted: HARD1, actual: HARD1
1886. predicted: HARD1, actual: HARD1
1887. predicted: HARD1, actual: HARD1
1888. predicted: HARD1, actual: HARD1
1889. predicted: HARD1, actual: HARD1
1890. predicted: HARD1, actual: HARD1
1891. predicted: HARD1, actual: HARD1
1892. predicted: HARD1, actual: HARD1
1893. predicted: HARD1, actual: HARD1
1894. predicted: HARD1, actual: HARD1
1895. predicted: HARD1, actual: HARD1
1896. predicted: HARD1, actual: HARD1
1897. predicted: HARD1, actual: HARD1
1898. predicted: HARD1, actual: HARD1
1899. predicted: HARD1, actual: HARD1
1900. predicted: HARD1, actual: HARD1
0.9831667543398211
1901. predicted: HARD1, actual: HARD1
1902. predicted: HARD1, actual: HARD1
1903. predicted: HARD1, actual: HARD1
1904. predicted: HARD1, actual: HARD1
1905. predicted: HARD1, actual: HARD1
1906. predicted: HARD1, actual: HARD1
1907. predicted: HARD1, actual: HARD1
1908. predicted: HARD1, actual: HARD1
1909. predicted: HARD1, actual: HARD1
1910. predicted: HARD3, actual: HARD1
1911. predicted: HARD1, actual: HARD1
1912. predicted: HARD1, actual: HARD1
1913. predicted: HARD1, actual: HARD1
1914. predicted: HARD1, actual: HARD1
1915. predicted: HARD1, actual: HARD1
1916. predicted: HARD1, actual: HARD1
1917. predicted: HARD1, actual: HARD1
1918. predicted: HARD1, actual: HARD1
1919. predicted: HARD1, actual: HARD1
1920. predicted: HARD1, actual: HARD1
1921. predicted: HARD1, actual: HARD1
1922. predicted: HARD1, actual: HARD1
1923. predicted: HARD1, actual: HARD1
1924. predicted: HARD1, actual: HARD1
1925. predicted: HARD1, actual: HARD1
1926. predicted: HARD1, actual: HARD1
1927. predicted: HARD1, actual: HARD1
1928. predicted: HARD1, actual: HARD1
1929. predicted: HARD1, actual: HARD1
1930. predicted: HARD1, actual: HARD1
1931. predicted: HARD1, actual: HARD1
1932. predicted: HARD1, actual: HARD1
1933. predicted: HARD1, actual: HARD1
1934. predicted: HARD1, actual: HARD1
1935. predicted: HARD1, actual: HARD1
1936. predicted: HARD1, actual: HARD1
1937. predicted: HARD1, actual: HARD1
1938. predicted: HARD1, actual: HARD1
1939. predicted: HARD1, actual: HARD1
1940. predicted: HARD1, actual: HARD1
1941. predicted: HARD3, actual: HARD1
1942. predicted: HARD1, actual: HARD1
1943. predicted: HARD1, actual: HARD1
1944. predicted: HARD1, actual: HARD1
1945. predicted: HARD1, actual: HARD1
1946. predicted: HARD1, actual: HARD1
1947. predicted: HARD1, actual: HARD1
1948. predicted: HARD1, actual: HARD1
1949. predicted: HARD1, actual: HARD1
1950. predicted: HARD1, actual: HARD1
1951. predicted: HARD1, actual: HARD1
1952. predicted: HARD1, actual: HARD1
1953. predicted: HARD3, actual: HARD1
1954. predicted: HARD1, actual: HARD1
1955. predicted: HARD1, actual: HARD1
1956. predicted: HARD1, actual: HARD1
1957. predicted: HARD1, actual: HARD1
1958. predicted: HARD1, actual: HARD1
1959. predicted: HARD1, actual: HARD1
1960. predicted: HARD1, actual: HARD1
1961. predicted: HARD1, actual: HARD1
1962. predicted: HARD1, actual: HARD1
1963. predicted: HARD1, actual: HARD1
1964. predicted: HARD3, actual: HARD1
1965. predicted: HARD1, actual: HARD1
1966. predicted: HARD1, actual: HARD1
1967. predicted: HARD1, actual: HARD1
1968. predicted: HARD1, actual: HARD1
1969. predicted: HARD1, actual: HARD1
1970. predicted: HARD1, actual: HARD1
1971. predicted: HARD1, actual: HARD1
1972. predicted: HARD1, actual: HARD1
1973. predicted: HARD1, actual: HARD1
1974. predicted: HARD1, actual: HARD1
1975. predicted: HARD1, actual: HARD1
1976. predicted: HARD1, actual: HARD1
1977. predicted: HARD1, actual: HARD1
1978. predicted: HARD1, actual: HARD1
1979. predicted: HARD1, actual: HARD1
1980. predicted: HARD1, actual: HARD1
1981. predicted: HARD1, actual: HARD1
1982. predicted: HARD1, actual: HARD1
1983. predicted: HARD1, actual: HARD1
1984. predicted: HARD1, actual: HARD1
1985. predicted: HARD1, actual: HARD1
1986. predicted: HARD1, actual: HARD1
1987. predicted: HARD1, actual: HARD1
1988. predicted: HARD1, actual: HARD1
1989. predicted: HARD1, actual: HARD1
1990. predicted: HARD1, actual: HARD1
1991. predicted: HARD1, actual: HARD1
1992. predicted: HARD1, actual: HARD1
1993. predicted: HARD1, actual: HARD1
1994. predicted: HARD1, actual: HARD1
1995. predicted: HARD1, actual: HARD1
1996. predicted: HARD1, actual: HARD1
1997. predicted: HARD1, actual: HARD1
1998. predicted: HARD1, actual: HARD1
1999. predicted: HARD3, actual: HARD1
2000. predicted: HARD1, actual: HARD1
0.9815092453773113
2001. predicted: HARD1, actual: HARD1
2002. predicted: HARD1, actual: HARD1
2003. predicted: HARD1, actual: HARD1
2004. predicted: HARD3, actual: HARD1
2005. predicted: HARD1, actual: HARD1
2006. predicted: HARD1, actual: HARD1
2007. predicted: HARD1, actual: HARD1
2008. predicted: HARD1, actual: HARD1
2009. predicted: HARD1, actual: HARD1
2010. predicted: HARD1, actual: HARD1
2011. predicted: HARD1, actual: HARD1
2012. predicted: HARD1, actual: HARD1
2013. predicted: HARD1, actual: HARD1
2014. predicted: HARD1, actual: HARD1
2015. predicted: HARD1, actual: HARD1
2016. predicted: HARD1, actual: HARD1
2017. predicted: HARD1, actual: HARD1
2018. predicted: HARD1, actual: HARD1
2019. predicted: HARD1, actual: HARD1
2020. predicted: HARD1, actual: HARD1
2021. predicted: HARD1, actual: HARD1
2022. predicted: HARD1, actual: HARD1
2023. predicted: HARD1, actual: HARD1
2024. predicted: HARD1, actual: HARD1
2025. predicted: HARD1, actual: HARD1
2026. predicted: HARD1, actual: HARD1
2027. predicted: HARD1, actual: HARD1
2028. predicted: HARD1, actual: HARD1
2029. predicted: HARD1, actual: HARD1
2030. predicted: HARD1, actual: HARD1
2031. predicted: HARD1, actual: HARD1
2032. predicted: HARD1, actual: HARD1
2033. predicted: HARD1, actual: HARD1
2034. predicted: HARD1, actual: HARD1
2035. predicted: HARD1, actual: HARD1
2036. predicted: HARD1, actual: HARD1
2037. predicted: HARD1, actual: HARD1
2038. predicted: HARD1, actual: HARD1
2039. predicted: HARD1, actual: HARD1
2040. predicted: HARD1, actual: HARD1
2041. predicted: HARD1, actual: HARD1
2042. predicted: HARD1, actual: HARD1
2043. predicted: HARD1, actual: HARD1
2044. predicted: HARD1, actual: HARD1
2045. predicted: HARD1, actual: HARD1
2046. predicted: HARD1, actual: HARD1
2047. predicted: HARD1, actual: HARD1
2048. predicted: HARD1, actual: HARD1
2049. predicted: HARD1, actual: HARD1
2050. predicted: HARD1, actual: HARD1
2051. predicted: HARD1, actual: HARD1
2052. predicted: HARD1, actual: HARD1
2053. predicted: HARD1, actual: HARD1
2054. predicted: HARD1, actual: HARD1
2055. predicted: HARD1, actual: HARD1
2056. predicted: HARD1, actual: HARD1
2057. predicted: HARD1, actual: HARD1
2058. predicted: HARD1, actual: HARD1
2059. predicted: HARD1, actual: HARD1
2060. predicted: HARD1, actual: HARD1
2061. predicted: HARD1, actual: HARD1
2062. predicted: HARD1, actual: HARD1
2063. predicted: HARD1, actual: HARD1
2064. predicted: HARD1, actual: HARD1
2065. predicted: HARD1, actual: HARD1
2066. predicted: HARD1, actual: HARD1
2067. predicted: HARD1, actual: HARD1
2068. predicted: HARD1, actual: HARD1
2069. predicted: HARD1, actual: HARD1
2070. predicted: HARD1, actual: HARD1
2071. predicted: HARD1, actual: HARD1
2072. predicted: HARD1, actual: HARD1
2073. predicted: HARD1, actual: HARD1
2074. predicted: HARD1, actual: HARD1
2075. predicted: HARD1, actual: HARD1
2076. predicted: HARD1, actual: HARD1
2077. predicted: HARD1, actual: HARD1
2078. predicted: HARD1, actual: HARD1
2079. predicted: HARD1, actual: HARD1
2080. predicted: HARD1, actual: HARD1
2081. predicted: HARD1, actual: HARD1
2082. predicted: HARD1, actual: HARD1
2083. predicted: HARD1, actual: HARD1
2084. predicted: HARD1, actual: HARD1
2085. predicted: HARD1, actual: HARD1
2086. predicted: HARD1, actual: HARD1
2087. predicted: HARD1, actual: HARD1
2088. predicted: HARD1, actual: HARD1
2089. predicted: HARD1, actual: HARD1
2090. predicted: HARD1, actual: HARD1
2091. predicted: HARD1, actual: HARD1
2092. predicted: HARD1, actual: HARD1
2093. predicted: HARD1, actual: HARD1
2094. predicted: HARD1, actual: HARD1
2095. predicted: HARD1, actual: HARD1
2096. predicted: HARD1, actual: HARD1
2097. predicted: HARD1, actual: HARD1
2098. predicted: HARD1, actual: HARD1
2099. predicted: HARD1, actual: HARD1
2100. predicted: HARD1, actual: HARD1
0.9819133745835317
2101. predicted: HARD1, actual: HARD1
2102. predicted: HARD1, actual: HARD1
2103. predicted: HARD1, actual: HARD1
2104. predicted: HARD1, actual: HARD1
2105. predicted: HARD1, actual: HARD1
2106. predicted: HARD1, actual: HARD1
2107. predicted: HARD1, actual: HARD1
2108. predicted: HARD1, actual: HARD1
2109. predicted: HARD1, actual: HARD1
2110. predicted: HARD1, actual: HARD1
2111. predicted: HARD1, actual: HARD1
2112. predicted: HARD1, actual: HARD1
2113. predicted: HARD1, actual: HARD1
2114. predicted: HARD1, actual: HARD1
2115. predicted: HARD1, actual: HARD1
2116. predicted: HARD1, actual: HARD1
2117. predicted: HARD1, actual: HARD1
2118. predicted: HARD1, actual: HARD1
2119. predicted: HARD1, actual: HARD1
2120. predicted: HARD1, actual: HARD1
2121. predicted: HARD1, actual: HARD1
2122. predicted: HARD1, actual: HARD1
2123. predicted: HARD1, actual: HARD1
2124. predicted: HARD1, actual: HARD1
2125. predicted: HARD1, actual: HARD1
2126. predicted: HARD1, actual: HARD1
2127. predicted: HARD1, actual: HARD1
2128. predicted: HARD1, actual: HARD1
2129. predicted: HARD1, actual: HARD1
2130. predicted: HARD1, actual: HARD1
2131. predicted: HARD1, actual: HARD1
2132. predicted: HARD1, actual: HARD1
2133. predicted: HARD1, actual: HARD1
2134. predicted: HARD1, actual: HARD1
2135. predicted: HARD1, actual: HARD1
2136. predicted: HARD1, actual: HARD1
